"MaximumPressure","MinimumPressure","MaximumTemperature","MinimumTemperature","MaximumRelativeHumidity","MinimumRelativeHumidity","Precipitation","TotalEvaporation","SunshineDuration","WindDirection","WindSpeed"
1009.84,1005.35,32,23.6,97,57,4.3,5.16,7.5,230,2.8808864
1010.05,1003.77,33.4,22.9,95,55,17.8,6.33,6.1,270,4.0641076
1006.92,1003.64,30.9,23.9,95,86,26.1,3.64,0.9,210,2.7265532
1006.83,1001.55,32.5,23.1,96,61,6.8,4.46,4.7,220,2.314998
1007.99,1003.59,31.9,23.9,94,60,1.2,5.23,6.3,200,2.2121092
1008.93,1004.35,32.9,23.9,93,64,1.8,4.55,3.6,260,3.0352196
1007.01,1002.41,31.3,24.1,92,65,0,3.18,3.2,260,2.3664424
1004.9,1001.84,27.8,24.4,97,80,120.2,8.69,0,360,1.4404432
1005.11,1001.18,28,22.8,99,79,15,8.31,0.1,210,7.1507716
1007.6,1003.08,30.5,23.8,92,66,6.1,5.8,4.4,240,4.3213296
1008.93,1004.63,31.6,23.9,93,60,0,4.32,7.1,170,3.0352196
1008.81,1005.11,28.1,24.9,92,70,3.9,2.84,0.5,200,2.3664424
1006.53,1000.7,31.1,24,93,66,0,4.09,5.8,220,3.8068856
1004.25,999.73,32.2,23.2,91,57,0,3.72,8.5,200,3.5496636
1004.5,999.96,33.2,25,89,63,0,5.6,8.2,200,2.8808864
1006.13,1001.79,32.9,24.8,88,57,0,3.28,4.5,200,4.3213296
1007.47,1002.74,32.7,23.1,89,53,0,4.26,10.2,220,3.1381084
1007.02,1001.76,32.9,25.1,88,62,1.5,5.3,5.2,190,3.0352196
1005.63,1000.77,33.5,24.2,92,57,0,5.79,10,230,4.3213296
1005.83,1001.23,33.5,23.7,87,54,0,5.28,10.4,210,4.629996
1005.67,1001.79,32.4,23.7,90,55,0.4,3.73,6.4,210,2.3664424
1005.79,1002.1,33.5,24.3,88,62,0,2,4.3,210,3.5496636
1005.2,1000.76,32.7,24.3,90,61,3.5,3.61,3.6,190,2.057776
1003.39,999.41,30.3,24.8,92,69,32.1,5.34,1.7,200,2.4693312
1002.79,997.91,31.5,24,96,62,26.8,10.64,8.2,190,4.0641076
1003.37,998.52,32.3,23.5,97,71,0,4.48,5.7,210,3.8068856
1003.08,999.06,31.3,24.4,92,66,0,5.89,4.2,270,3.0352196
1005.07,1001.7,32.4,24,91,60,0,3.61,6.3,260,2.314998
1007.52,1003,32.8,23.8,91,59,0,5.33,9.4,200,2.1092204
1007.65,1003.5,29.8,23.8,91,67,0,2.21,0.9,250,1.4404432
1006.79,1003.67,31.1,23.5,91,67,17.3,2.05,0,270,3.343886
1006.6,1003.69,29.3,23.7,94,76,18.8,3.61,2.1,280,2.314998
1007.05,1002.59,32,23.4,94,63,0,4.17,6.2,230,2.4693312
1009.28,1005.4,31.4,24.4,93,60,0,4.03,2.7,130,1.9548872
1010.94,1005.82,32.9,23.5,90,53,0,5.65,8.1,200,1.5947764
1009.86,1004.2,32.6,23.8,91,56,0,3.15,6.1,160,1.5947764
1009.21,1004.28,26.7,23.3,90,79,9,1.95,1,30,1.1832212
1007.85,1003.2,30.9,23.9,92,60,4.7,4.62,7.7,200,3.0352196
1008.75,1004.23,31.9,22.3,94,61,2.1,6.02,9.2,30,2.2121092
1009.22,1004.82,31.1,22.9,93,63,7.2,3.08,5,190,2.2121092
1008.92,1004.87,25.2,23.2,95,85,9.3,1.73,0,170,3.2924416
1009.42,1005.68,30.3,23.3,95,73,6.9,2.93,4.8,190,2.7265532
1010.8,1005.55,31.4,22.8,94,56,0,4.22,8.7,160,2.6236644
1010.38,1005.83,31.7,23.1,92,60,0,4.38,8.8,170,2.7265532
1009.65,1004.98,31.8,22.2,91,60,0,4.91,9.3,190,2.3664424
1009.08,1004.17,31.7,23.7,92,62,0.5,5.06,4.1,230,3.85833
1009.02,1004.2,31.2,23.2,92,68,4.5,2.5,4.9,270,2.1092204
1008.9,1004.31,30.5,23.3,94,65,0,2.74,4.5,20,2.2635536
1009.35,1004.19,32.3,23.8,93,63,0,4.88,5.8,40,2.3664424
1010.11,1006.28,30.5,23.5,93,67,2.9,3.2,4.7,110,2.829442
1011.16,1004.69,32.1,22.3,94,52,3.8,3.65,9.1,180,1.28611
1009.81,1003.74,32.9,23.7,89,61,0,4.01,9.1,80,1.2346656
1009.78,1005.55,32.3,23.3,93,67,23.3,4.92,5.2,180,2.3664424
1009.05,1003,31.9,22.5,95,60,0,5.13,8.8,210,1.5947764
1008.43,1003.62,32.2,23.4,93,56,0,3.39,7.7,190,1.7491096
1009.77,1004.91,31,23.5,91,59,18.8,6,7.8,230,1.2346656
1010.89,1005.87,32.3,22.6,95,61,0,4.34,8.9,10,1.3375544
1012.17,1006.38,32.4,22.9,93,63,0,4.12,6.1,320,1.6976652
1013.06,1007.01,31,22.3,94,64,0,3.34,5.1,80,3.4982192
1011.97,1006.59,31.6,23.5,94,66,11.4,6.42,5.4,210,3.0352196
1013.12,1006.35,31.6,23.2,95,67,6.2,4.31,5.7,20,2.57222
1012.92,1007.33,30.8,22.4,94,67,0,3.6,5.3,180,1.9548872
1013.15,1007.4,28.6,22,95,68,32,5.52,5.7,160,3.0352196
1011.66,1006.34,31.3,22.5,94,63,0,3.63,8.8,170,2.2121092
1011.29,1005.79,32.6,23.5,90,59,0,5.03,8.2,190,2.7779976
1011.06,1005.68,32.5,23.7,92,60,0,4.14,8.2,150,1.543332
1011.77,1008.04,32,23.1,92,66,49.4,4.93,3.5,20,2.3664424
1013.68,1007.95,30.5,22.8,94,60,7.1,2.73,5.8,160,2.9837752
1013.32,1007.24,30.7,22,96,59,15.7,4.78,8.4,210,2.3664424
1012.95,1007.4,30.8,23.6,95,61,3.4,5.2,6.7,190,1.6976652
1011.23,1005.11,32.5,22.5,94,55,0,4.48,10,240,1.800554
1010.12,1004.49,32.6,23.1,91,55,0,4.58,10.3,160,0.7202216
1011.06,1006.23,33.7,23.7,91,57,0,4.66,9.1,190,1.7491096
1010.97,1007.37,32.6,24.1,92,65,0.6,3.54,5.3,70,1.5947764
1013.44,1006.8,29.5,22.2,94,68,9.5,2.72,4.9,230,3.086664
1013.14,1007.86,31.4,22.9,94,52,0,3.94,8,200,2.3664424
1014.61,1010.12,31.6,21,93,56,0,4.14,9.8,290,1.543332
1014.63,1008.91,31.6,21.5,95,54,0,4.32,10.1,250,1.3375544
1013.21,1006.82,32.5,22.4,94,49,0,5.39,9.8,360,2.2635536
1011.31,1007.53,32.2,21.2,91,50,0,6.03,9,340,6.944994
1010.92,1008.25,31.6,23.1,84,52,0.6,5.13,4.1,10,9.4143252
1011.75,1008.13,27.5,22.4,92,69,4.5,1.57,0,10,5.9675504
1010.93,1006.51,26.9,22,95,77,5.9,1.3,0.2,220,1.028888
1011.57,1006.8,29.5,23.1,95,64,0,2.94,5,180,1.6976652
1013.27,1007.74,30.4,22.8,94,62,5.9,3.71,6.4,140,1.6976652
1013.35,1007.04,30.2,22.4,94,64,5.9,2.9,7.9,120,2.7779976
1014.23,1010.26,25.8,22.2,95,80,18.3,2.13,0,20,4.629996
1014.93,1009.41,28.1,21.4,95,72,0,2.03,2.6,20,2.057776
1015.37,1009.79,30.3,21.3,95,59,0,3.54,7.8,210,2.0063316
1015.43,1009.04,31,21.4,95,60,0,2.98,9.4,220,1.543332
1014.85,1008.98,31.2,22.7,94,61,0,2.62,7.2,190,1.543332
1013.76,1008.1,31.3,23.2,92,62,0,3.95,4.7,260,1.028888
1012.38,1007.03,32.1,22.1,94,56,0,4.22,6.1,20,2.057776
1014.47,1009.5,32.9,22.6,94,49,0,3.82,9.5,180,2.057776
1015.66,1010.85,32.3,22.3,92,49,0,4.66,8.3,360,2.57222
1014.94,1008.58,31.4,20.6,94,50,0.1,3.96,9.3,210,2.57222
1013.92,1008.62,30.9,22.4,92,57,0,3.5,8.1,270,2.057776
1014.22,1009.27,30.8,21.3,93,53,0,4.29,8.5,180,1.543332
1014.65,1009.26,29.7,20.8,90,53,0,3.57,8.7,230,1.543332
1013.63,1009.69,27.8,22.2,92,66,0,2.7,0,10,3.601108
1012.53,1007.69,31.1,19.9,94,49,0,3.56,8.8,20,3.086664
1013.96,1008.27,31,19.1,92,48,0,3.74,8.8,360,1.543332
1017.89,1011.93,28.2,20.6,93,66,21.4,4.88,0.6,20,3.601108
1020.25,1013.86,26.6,19,82,49,0,2.97,7.9,360,10.28888
1019.11,1013.11,27.8,17.5,89,41,0,4.77,9.3,10,3.601108
1018.73,1012.98,28.3,14.8,92,44,0,3.12,9.2,60,1.543332
1018.88,1012.28,29,15.8,93,46,0,3.62,9.4,100,2.057776
1018.56,1014.24,27.7,16.2,92,48,0,3.57,7.7,40,2.57222
1020.11,1014.27,26.5,13,88,30,0,3.69,9.5,10,3.601108
1020.84,1014.13,26.9,10.6,91,38,0,3.72,9.2,20,1.028888
1019.78,1012.33,26.8,11.6,93,38,0,2.59,9,320,1.028888
1018.84,1012.62,26.1,12,92,45,0,3.67,9.1,280,0.514444
1018.47,1011.71,28.1,11.9,93,34,0,2.68,9.3,110,1.028888
1017.25,1010.39,27.9,11,91,37,0,2.48,9.2,290,0.514444
1018.05,1012.43,27.6,13.3,93,45,0,2.41,9.6,140,1.543332
1019.19,1012.79,26.6,13.6,93,41,0,3.48,7.8,70,1.028888
1016.24,1009.45,27.7,11.8,93,36,0,3.62,8.9,360,0
1016.54,1010.26,28.3,11.4,93,39,0,2.56,9,360,0
1015.8,1009.32,28.5,13.1,93,45,0,2.54,8.9,280,0.514444
1014.75,1008.23,28.6,16.2,92,51,0,3.07,8.2,200,4.7843292
1014.48,1008.32,30.1,17.2,94,46,0,4.37,8.3,200,7.6137712
1014.28,1008.4,30.1,16.8,95,42,0,4.17,8.7,150,4.7843292
1013.87,1007.53,29.8,16.5,93,48,0,2.42,8.4,210,5.7103284
1012.85,1007.7,30.4,18.7,95,49,0,3.38,8.6,250,6.687772
1014.13,1008.4,30.7,18,95,52,0,4,8.6,30,6.687772
1013.74,1008.34,29.8,19.7,91,59,0,3.2,8.2,130,5.7103284
1014.46,1008.77,31.6,20,93,50,0,2.17,8.4,200,6.687772
1015.64,1009.85,31,19.5,94,52,0,1.56,8.2,290,4.7843292
1015.67,1009.61,32,18.3,93,38,0,5.87,8.6,360,9.517214
1015.25,1008.65,31.5,15.8,93,34,0,2.37,8.6,10,7.6137712
1015.28,1010.71,30.3,16.6,93,47,0,4.06,8.7,160,4.7843292
1017.38,1012.55,31.4,17.7,95,50,0,3.15,8.5,130,5.7103284
1017.63,1012.84,30.4,20.3,91,56,0,3.37,6.4,70,6.687772
1018.34,1013.35,30.2,20.6,93,49,0,3.63,8.7,180,5.7103284
1017.7,1011.95,30.2,18.3,91,45,0,3.24,8.4,270,8.5912148
1017.55,1011.83,30.6,18.1,92,50,0,3.51,8.1,180,4.7843292
1017.98,1012.07,31.7,18.8,93,47,0,2.67,8.2,200,3.8068856
1018.13,1012.2,33.2,18.9,94,44,0,3.62,8.1,20,6.687772
1017.88,1012.75,32.1,20.3,91,46,0,3.36,8.2,130,4.7843292
1018.62,1013.2,30,20,92,49,17.1,2.43,7,190,4.7843292
1020.56,1015.91,24.9,18.8,89,71,0.2,2.92,0.6,10,14.3015432
1021.84,1016.75,25.1,18.4,84,51,0,1.29,3.6,10,14.3015432
1021.61,1015.22,26.6,14.2,94,45,0,3.98,7.5,30,6.687772
1021.14,1015.42,25.7,14.7,91,44,0,2.71,5.9,20,6.687772
1021.92,1016.65,26,15.2,89,44,0,3.22,6.6,360,4.7843292
1022.61,1016.89,27.8,13.6,92,45,0,2.99,8.5,40,7.6137712
1023.17,1017.05,27.8,14.1,94,42,0,3.37,8.5,170,3.8068856
1021.23,1015.02,27.8,15.3,94,43,0,2.79,8.6,240,5.7103284
1019.24,1013.08,27,14.9,94,47,0,2.87,8.5,230,8.5912148
1017.24,1012.48,28.4,15.3,93,51,0,2.5,7,10,7.6137712
1019.11,1013.72,28.4,17,93,46,0,2.93,6.3,240,2.057776
1021.09,1016.83,27.7,17.3,92,45,0,3.27,5.3,360,0
1021.71,1016.18,26.1,15.3,85,47,0,2.66,5,310,2.057776
1022.76,1016.1,26.6,12.5,91,41,0,2.17,8.1,120,1.028888
1021.11,1013.33,27.2,12.8,92,41,0,2.67,8.2,200,0
1019.68,1013.1,28,13.5,92,44,0,2.8,8.3,20,1.028888
1021.25,1014.58,28,13.8,94,42,0,2.86,8.4,100,0.514444
1020.72,1014.55,27.2,14,93,44,0,2.65,7.9,340,1.543332
1019.72,1013.12,27.9,15.5,92,39,0,2.6,8.4,250,1.028888
1017.97,1012.9,25.7,16.7,89,48,0,2.67,1.9,230,1.543332
1015.58,1008.51,28.3,16.2,91,48,0,2.77,7.9,190,1.028888
1013.68,1007.84,29.4,16.5,92,46,0,3.03,8.3,170,0
1014.06,1008.22,28.7,16,92,50,9,3.45,7.6,350,2.57222
1014.15,1008.13,27.6,16.5,94,47,0,3.39,8.6,50,2.057776
1014.61,1007.85,29.4,15.4,95,44,0,3.51,8.8,130,1.543332
1015.64,1008.92,30,13.8,92,28,0,3.07,8.8,270,2.057776
1015.04,1007.9,31.9,14,92,26,0,3.07,8.8,210,0
1014.22,1007.78,30.8,13.1,92,28,0,3.75,8.8,20,1.028888
1015.32,1008.85,32.3,13.4,92,25,0,4.02,8.7,30,1.028888
1015.5,1008.96,30.3,13.3,88,36,0,2.53,8.6,140,1.028888
1014.82,1007.94,30.5,15.5,92,41,0,2.5,8.3,220,1.028888
1015.29,1008.59,30.2,16.6,93,49,0,2.78,6.2,230,1.028888
1014.58,1008.3,30.5,19.4,91,49,0,3.97,7.2,360,3.601108
1013.46,1007.17,30.4,18.7,92,53,0,2.79,5.7,280,3.086664
1012.71,1006.37,31.6,17.7,90,35,0,4.12,8.3,280,3.086664
1011.95,1005.69,31.4,17.1,92,44,0,3.44,8,180,2.57222
1012.82,1006.85,32.5,16.5,92,25,0,4.77,8.7,230,2.057776
1016.24,1010.68,30.5,13.1,90,31,0,3.31,8.7,190,1.028888
1017.19,1013.33,27.4,17.4,87,53,0,0.82,2.9,200,1.028888
1016.92,1012.34,27.6,20.3,87,58,0,3.39,4.8,220,2.57222
1017.54,1011.38,29.6,17.9,94,46,0,2.97,8.5,190,2.057776
1016.85,1010.19,31,17.1,94,39,0,4.56,9.1,210,1.543332
1016.13,1009.14,31.3,16.2,92,38,0,3.76,9.1,200,2.57222
1014.7,1007.83,31.6,15.9,89,37,0,4.46,8.9,220,1.543332
1014.71,1008.12,31.3,16.2,84,31,0,4.13,9.4,220,2.57222
1015.73,1008.49,31,13.7,85,29,0,3.6,9.2,230,1.028888
1014.72,1008.15,31.6,13.8,87,32,0,4.65,9,250,1.543332
1014.85,1008.93,32.1,13.3,85,26,0,4.07,9.4,200,1.028888
1015.89,1008.59,33.5,12.9,86,23,0,3.93,9.4,270,2.057776
1015.12,1007.42,34.2,14.6,87,27,0,3.42,9.4,280,1.028888
1014.63,1005.62,35.5,15,87,21,0,4.15,9.4,50,1.028888
1015.91,1009.93,32.2,17,79,40,0,3.61,9.5,150,1.028888
1016.94,1009.21,33.4,19.4,92,44,0,3.76,8.7,280,1.543332
1014.78,1008.73,33.4,19.4,82,43,0,3.83,9.3,10,0
1015.08,1008.89,33.8,20.6,78,44,0,4.56,9.2,230,2.057776
1015.33,1008.89,31.1,20.5,89,53,9.1,2.11,3.8,250,3.601108
1015.96,1010.12,30.3,20.9,95,48,0,3.68,7.4,200,1.543332
1017.27,1010.57,32.2,20.2,89,47,0,2.01,6.6,360,2.057776
1017.4,1011.1,33,19.6,90,42,0,2.91,8.4,250,1.028888
1017.67,1010.6,33.3,19.7,88,36,0.8,3.28,9.2,220,1.543332
1017.12,1010.87,30.5,21.5,91,43,0,3.44,5.1,220,2.57222
1017.19,1010.51,31.8,18.2,89,39,0,4.47,9.5,210,3.086664
1018.65,1011.88,33.6,16.9,85,29,0,4.8,10,40,1.028888
1017.56,1009.78,34.3,14.8,80,22,0,5.18,10,30,2.57222
1016.23,1008.21,34,14.4,82,21,0,6.03,10,160,1.543332
1015.37,1008.1,34.3,15.6,77,22,0,4.95,10,180,1.543332
1015.31,1007.26,34,15.3,79,23,0,4.68,8.8,270,1.543332
1013.64,1006.07,33.1,15,80,27,0,4.26,10,160,1.028888
1012.4,1005.81,35.1,15.8,80,27,0,4.06,10,200,1.028888
1012.03,1004.91,34.1,17.5,77,22,0,4.84,10.2,150,1.543332
1011.8,1004.82,35.4,16.7,78,20,0,6.23,10,210,2.057776
1012.07,1005.07,34.3,15.9,79,20,0,4.7,10,360,0
1011.72,1004.27,35.1,15.2,76,20,0,4.51,9.9,200,1.543332
1012.33,1005.37,35.7,15.7,77,17,0,3.77,10,200,1.543332
1011.92,1004.9,36,17.4,74,20,0,5.24,9.6,200,2.057776
1013.77,1006.51,32.6,23.3,71,36,1,5.76,7.7,150,5.14444
1016.78,1010.95,30.1,21.8,73,42,0,4.39,7.5,200,3.086664
1018.02,1010.55,30.5,20.7,71,41,0,3.83,7.4,170,1.028888
1015.54,1008.57,33.2,18.3,84,27,0,4.14,9.7,210,1.028888
1014.05,1006.48,34.4,18.5,79,28,0,4.75,9.5,90,1.028888
1013.19,1006.26,35,20.2,77,27,0,4.99,9.7,230,3.086664
1013.85,1005.36,36.4,18.7,71,21,0,8.69,10.1,190,3.086664
1012.57,1005.39,36.2,18.8,67,19,0,4.36,10.1,140,2.057776
1011.57,1004.11,36.3,18.2,69,25,0,4.22,10,150,1.028888
1009.69,1003.37,36.3,19.3,72,31,0,5.33,9.8,210,2.57222
1011.39,1005.17,36.8,19.4,71,19,0,4.62,9.6,140,1.543332
1014.12,1008.4,34.9,20,72,44,0,5.26,9,170,4.115552
1016.12,1008.62,32.8,20.3,85,42,0,4.74,9.2,180,3.086664
1013.08,1005.22,35.3,21.9,82,34,0,4.24,9.1,240,2.57222
1010.51,1002.79,35.9,20.4,80,25,0,4.12,9.6,190,1.543332
1008.36,1000.94,36.7,19.9,75,23,0,6.1,9,210,4.629996
1008.85,1004.27,27.2,21.2,81,54,0.4,0.24,0,160,2.57222
1009.72,1001.95,33.1,17.4,88,29,0,4.21,10,110,2.057776
1008.54,1002.41,35.7,18.2,78,22,0,6.09,10.1,210,2.057776
1010.05,1002.8,35.8,17.7,72,22,0,5.11,9.8,170,2.057776
1010.72,1003.32,35,19,69,28,0,4.25,8.9,270,2.057776
1009.7,1002.54,36.4,19.7,72,26,0,3.76,9,160,2.057776
1010.29,1003.59,37.2,21,76,28,0,3.58,9,210,2.057776
1009.86,1003.47,37.6,21.7,68,21,0,5.76,9.4,170,2.57222
1010.86,1004.1,36.1,22,69,27,0,5.69,9.8,190,2.057776
1012.99,1005.34,37.1,22.1,74,22,0,6.69,10.2,200,4.629996
1012.82,1005.2,36.6,19.9,70,21,0,7.05,10.2,210,4.115552
1010.05,1002.73,36.9,19.8,68,20,0,6.67,10,180,3.601108
1008.7,1001.1,37.3,21,62,21,0,6.2,9.7,140,3.601108
1009.21,1002.52,36.6,20.3,63,19,0,5.21,9.6,170,2.057776
1010.09,1003.64,37.1,20,71,19,0,3.88,9.3,270,3.086664
1010.02,1002.89,37.5,20.8,69,22,0,5.3,9,270,3.601108
1009.78,1003.1,38.1,21.5,67,18,0,4.93,9.3,220,3.086664
1009.69,1001.6,37.9,21,67,14,0,6.42,9.9,180,4.629996
1008.31,1001.84,36.8,19.9,63,25,0,5.7,9.8,150,3.086664
1009.52,1002.61,37.5,22.1,70,25,0,6.84,8.9,360,2.057776
1013.81,1007.17,33.8,22.4,78,40,2.4,4.12,0,280,8.231104
1014.4,1006.86,32.1,20.6,93,49,0,5.05,6.7,170,4.115552
1011.45,1003.75,34.2,22,74,38,0,5.01,7.2,10,5.658884
1010.35,1004.18,36.4,20.8,79,28,0,6.63,10.3,190,3.086664
1010.31,1003.94,37.8,20.3,70,11,0,6.67,10.5,190,3.086664
1010.21,1003.63,38.8,21.5,62,13,0,6.35,10.1,200,2.057776
1008.87,1002.12,39.1,21.3,59,17,0,6.72,9.6,230,3.086664
1011.22,1003.74,38.7,24.2,64,21,0,7.24,10.7,210,3.601108
1010.67,1002.8,38.5,25.8,65,25,0,7.31,10.4,200,3.601108
1007.3,1000.43,39.8,24.1,66,20,0,5.88,9.2,180,3.086664
1006.95,1000.26,38.9,25.2,67,28,6.2,8.5,9.3,190,3.601108
1010.65,1003.59,37.6,24.4,67,32,0,6.24,8.6,350,7.202216
1009.44,1002.58,37.6,23.2,74,26,0,6.69,9.5,20,4.115552
1009.98,1002.63,36.1,24,70,38,1,5.07,8.6,360,5.658884
1009.61,1002.35,35.7,23.7,79,40,0,6.66,9.2,200,3.086664
1008.96,1002.44,36.4,23.5,76,36,0.3,5.81,8.9,10,4.115552
1008.47,1002.95,37.1,23,84,46,1.3,4.92,7.9,230,5.658884
1008.19,1000.38,39.2,22.5,83,19,0,7,10.3,260,2.057776
1007.18,1000.28,38.9,25.2,68,29,0,6.94,9,170,4.629996
1007.39,1001.16,37,24.2,70,38,0,8.82,8.7,250,4.115552
1007.84,1002.95,36.7,25.5,70,40,0,7,8.3,120,4.115552
1009.42,1001.92,37.9,24.8,75,33,0,6.22,7.7,50,4.629996
1009.82,1001.7,35.7,23.4,83,35,8,7,10.3,300,6.173328
1010.14,1002.27,32.8,21.6,94,48,2.9,4.89,7.9,10,3.601108
1008.02,1001.96,35.4,22.2,88,51,0,5.07,8.2,350,5.658884
1006.82,1000.4,37.9,23,85,38,0,5.51,10,10,3.086664
1006.06,1000.37,38.3,25.4,70,35,1.4,6,9.6,130,4.115552
1007.08,1000.41,38.3,26.5,68,30,0,7.26,9.5,240,4.115552
1007.45,1000.85,38.2,24.9,75,35,0,7.03,9.7,240,3.086664
1006.3,1000.69,34.3,26.7,71,46,9.7,5.8,5.7,200,7.71666
1006.14,1002.69,25.6,23.3,95,89,33.7,6.16,0,220,2.57222
1008.36,1003.21,30.8,23,96,72,15.1,3.73,0.5,20,5.658884
1008.94,1005.18,35,23,95,56,0,3.4,1.9,200,4.115552
1008.96,1003.73,31.5,23.8,90,60,0,2.79,2,290,3.086664
1006.94,1001.51,33,23.5,94,66,33.7,5.28,2.5,240,5.14444
1006.05,1002.06,29.8,23.1,96,71,18.7,2.68,0.5,180,3.086664
1005.49,1001.76,26.2,23.3,95,85,25.6,2.24,0,190,4.115552
1002.62,1000.31,27.1,22.8,96,85,8.7,1.22,0,220,4.629996
1004.06,999.55,34.4,23,92,54,0,3.18,7,190,3.601108
1005.9,1002.47,34.7,23.5,89,53,3.1,5.24,4.3,210,2.057776
1008.02,1003.24,35.1,22.7,87,49,0,4.63,10.3,220,2.57222
1008.51,1004.13,36,23.6,89,51,7.4,5.68,8,310,2.057776
1010.08,1003.07,36,22.3,91,53,10.2,6.61,8.8,340,4.629996
1009.71,1003.52,37.5,23.4,95,50,1.1,5.04,7,10,3.601108
1009.91,1004.05,33.9,22.5,94,59,6.4,4.51,6.2,270,4.115552
1008.48,1003.26,32.4,23.1,94,58,0,3.43,6.9,200,2.057776
1007.43,1002.09,33.7,22.4,92,50,5.6,5.8,8.9,210,3.086664
1007.4,1004.86,33.9,23.2,94,61,30.5,6.81,4.6,280,1.543332
1007.62,1003.6,35.3,24.3,94,62,0,3.92,3.7,240,3.601108
1007.99,1002.65,34.4,24,88,49,0,5.51,10.5,190,2.57222
1007.04,1002.41,34.8,24,84,54,0,5.8,9.3,240,5.658884
1006.17,1000.74,34.7,23.2,87,49,0,6.02,9.9,230,2.57222
1004.79,1001.36,35.6,23.8,86,60,0,5.76,6.2,10,5.14444
1005.27,999.86,33.5,22.9,93,55,37.3,5.25,9.8,20,3.601108
1005.69,1000.85,31.8,23.6,96,67,0,6.64,6.9,270,3.601108
1005.28,999.92,33.3,24.1,98,61,8.8,6,8.9,220,2.057776
1005.01,1001.15,29.5,24.1,97,79,17.5,4.88,2.6,240,2.057776
1003.57,998.73,32.2,24.3,97,64,18.2,3.2,5.3,300,2.57222
1004.15,1000.97,31,23.9,99,66,0,3.66,3.9,220,2.057776
1006.06,1001.42,32,23.8,94,65,12,3.8,2.1,20,3.086664
1007.5,1003.13,30.4,23.8,97,68,0,2.11,1.4,210,0.514444
1007.45,1004.01,30.1,25,89,69,0.4,2.33,1.2,270,2.057776
1006.23,1002.16,31.3,24.2,95,63,0,5.42,4,240,4.629996
1006.19,1001.22,32.9,24.2,86,60,0,4.5,7.2,180,4.115552
1005.95,1001.81,31.5,24.7,92,60,0,5.14,4.9,210,3.086664
1006.49,1002.35,32.1,24.7,92,63,0,2.3,5.3,190,2.057776
1006.38,1001.41,33,24.4,95,60,0.8,5.32,8.6,30,3.086664
1005.63,1001.09,32.1,24,97,55,0,4.61,4.5,220,1.543332
1005.77,1001.98,32.2,23.9,95,60,20.5,5.62,6.3,270,2.057776
1006.33,1002.97,30.1,23.5,94,67,0,1.72,1.2,220,3.601108
1005.08,1001.52,30.2,24.8,85,64,0,4.4,3.5,200,3.086664
1006.09,1003.53,30.4,25.2,84,70,0.1,4.83,2.4,220,4.115552
1008.45,1005.87,29.3,24.9,87,68,0,2.66,0.2,200,3.601108
1008.27,1004.17,31.8,24.7,88,61,0,3.68,3.2,230,4.115552
1008.16,1004.18,31.8,23.6,91,62,0,4.86,3.3,220,3.086664
1008.44,1004.01,31.6,24.1,91,62,0.7,2.74,2,360,2.057776
1008.61,1004.75,31,24.7,93,66,3.9,3.23,1.5,360,3.086664
1008.33,1005.46,32.7,24.2,96,66,2.6,2.76,3.3,180,2.57222
1007.62,1001.76,33.6,23.6,97,62,0,6.09,5.8,240,5.14444
1006.36,1000.54,33.2,24,97,67,1,4.32,5.1,320,1.543332
1004.59,1001.83,31.4,24.6,94,64,1.1,5.04,4.8,280,2.57222
1005.25,1002.38,30.5,24.7,93,70,0,1.94,0.8,190,3.086664
1006.38,1002.98,28.4,25,93,81,4.1,2.76,0,30,1.028888
1005.33,1001.63,31.7,24.4,94,61,2.2,3.63,2.7,220,2.57222
1004.39,1000.22,32.7,25,92,64,0,4.44,3.8,220,2.57222
1003.13,1000.15,30.8,24.4,94,66,11.9,3.3,1.3,250,5.14444
1002.32,999.85,28.3,23.7,98,79,9.7,0.33,0,30,2.57222
1003.11,999.66,30.5,23.8,97,72,0,3.34,0.8,220,2.057776
1003.03,999.86,30.4,24.9,94,72,0,1.63,1.7,220,2.57222
1002.99,998.52,28.7,24.4,94,84,0.7,3.3,0.5,220,4.115552
1002.38,998.75,32.8,24.2,94,66,0.2,4.08,4.5,180,2.57222
1004.75,1001.68,30.5,25.1,81,68,0,4.43,5.4,200,4.629996
1004.48,1000.95,30.7,24.6,85,70,0,4.23,4.3,220,4.115552
1003.56,999.66,32.1,24.7,86,62,0,3.69,6.1,230,5.658884
1002.68,999.27,31.2,24.5,90,67,0,4.8,3.5,220,4.115552
1005.63,1001.21,31.3,23.7,96,66,7.5,3.42,4.7,170,3.601108
1008.3,1004.61,31.5,23.7,97,66,0,4.98,4.2,210,3.601108
1008.55,1005.04,30.9,23.9,97,62,0,3.89,3.2,230,2.057776
1008.65,1004.99,31.9,24.3,92,60,2.9,3.68,2.5,230,2.57222
1009.79,1007.52,25.7,23.4,97,91,8.3,2.12,0,210,2.057776
1009.66,1006.45,25.2,21.6,98,90,7.6,1.22,0,170,2.57222
1009.27,1005.62,28.7,22.1,97,73,0,1.39,0.3,290,2.057776
1008.26,1003.21,31.2,23.5,95,62,0,2.85,1.3,220,3.086664
1006.04,1002.36,32.9,23.4,91,55,0,4.6,2.1,210,2.057776
1005.57,1001.17,32.1,23.8,85,65,0,4.99,3.8,220,4.115552
1003.73,1000.91,29.8,24.1,89,68,0.9,4.38,5,240,4.115552
